NAME ,NAME 2,EMAIL ,USE TYPE ,OBJECT TYPE,YEAR CONSTRUCTED ,YEAR DEDICATED ,YEAR REMOVED ,HONOREES 1,HONOREES 2,LAT,LONG,DATA LINK ,DESCRIPTION ,PHOTO LINK ,PHOTO LINK 2 ,VIDEO LINK ,AUDIO LINK 
Deane House,,director@stride.ab.ca,,Building ,,,,,,51.04385308,-114.0420083,,"Deane House is a historic building and a garden that is currently a fine dining restaurant. Named for Captain Richard Burton Deane, the last superintendent of Calgary, Deane House is the only remaining North West Mounted Police (NWMP) building in Calgary. While the only documented history of Deane House, located right next to Fort Calgary, is only retold through a settler-colonial lens, Kendall Jacobs shared histories of Indigenous presence in this site. For example, there is a ghost of Deerfoot, who haunted the house for many years.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Stride Gallery and Tsuut'ina Youth Program. 

Stride Gallery is an artist-run centre located on the traditional territories of Tsuut’ina, Niitsitapi,
and Iyarhe Nakoda in Treaty 7, in a city colonially known as Calgary. Tsuut’ina Nation Youth Program (TNYP) operates from Tsuut’tina Nation, facilitating the Nation’s junior powwow and various youth programs. Since 2018, our organizations have been collaborating on a youth art program named Gumisistiy, which means “to persevere” or “to keep going” in Tsuut’ina.

Gumisistiy Youth Program tackles the question of access to art and reciprocal relationship
building between First Nations and art institutions. Our two organizations are building a lasting
relationship that fosters artistic growth and agency for the youth. Acknowledging the historically
racist and unsafe arts institutions, Gumisistiy connects Tsuut’ina youth and different art spaces
in the city through various art workshops. Artists lead programs to introduce their own practices
that are constantly expanding and reshaping what it means to be an Indigenous artist in this
moment. These artists offer potential role models and pathways to finding a creative voice and
self-expression for the youth. The program introduces ceremony to the colonial spaces, with the
intention of making Tsuut’ina ways of being porously present in Treaty 7 areas.
",https://drive.google.com/file/d/1WlQXdxEkrIeOwstRTuqd6NFP3D8BwLH5/view?usp=drive_link,https://drive.google.com/file/d/1qZVGJeT5D1IzthUFMEvbTnZJA8prBx4J/view?usp=drive_link,,
Metaphysical Skin - Sites of Resistance,,office@G101.ca,,,,,,,,45.42095297,-75.71335217,,"Connecting Sites of Resistance. Decolonizing Representation
 
 A metaphysical skin of sites 
 where protest, resistance, and strikes took place; 
 contesting the use of sacred language 
 and sacred sites 
 to obscure acts of oppression and exploitation; 
 
 using care 
 and thinking about safety 
 when sharing information 
 about ancestral sites; 
 contest performative inclusion. 
 
 Highlight the human stories of where human beings were lost.
 Reconciliation quest
 For all relations
 
 sites of repression shut down sites of resistance.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. 
",,,,
Dundonald Park,,office@G101.ca,,Site ,,,,,,45.41340949,-75.70097814,,"Safe space erasure. Consumerism & Surveillance.
 
 Dundonald park; 
 the confluence of so much community, 
 yet so much harm through hyper surveillance. 
 
 Only those who can afford to consume can access space; 
 erasure of accessible public space
 Financial precarity 
 
 increased police presence means that enforced inequities 
 the violent treatment of women, racialized people, and those sleeping rough - 
 deepen 
 
 spaces/events/gatherings 
 meant to resolve issues of exploitation 
 are the most policed 
 a million dollar park in Orleans over a million lives 
 
 human trafficking in the city; 
 policing 
 violence against women 
 
 Resistance to human trafficking; 
 met with calls for greater policing 
 but police can marginalize women further.

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. ",,,,
Borderless Land,,office@G101.ca,,,,,,,,45.42032634,-75.72145271,,"Sacred Sites. The Layering of Sites. 
 
 removing boundaries; 
 
 The Anishnaabeg name of the Ottawa River 
 is the Kississippi River, 
 
 Chaudière Falls is a place where many rivers meet: 
 Whirlpool was named the bowl
 a sacred area where local/original protocols were 
 
 we are not to show aggression;
 and no one should go hungry
 
 ottawa was originally a place of gathering; 
 the water at parliament hill used to be really high 
 and people gathered there; 
 
 Victoria island is a sacred site; 
 Reclaiming sacred spaces. 
 
 Canada is not Canada and the US is not the US, it is Turtle Island 
 Territories are more about distances/comfortabilities 
 Ottawa (Odawa) was a place of gathering.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. ",,,,
Treaties and Relations,,office@G101.ca,,,,,,,,45.44673701,-75.69773083,,"Stewardship of land and reciprocity
 
 colonial boundaries overwrite territories and relations 
 territories were about relationships to land 
 and distances from one another 
 
 understanding the geography of ottawa 
 as a space of gathering 
 
 Algonquin Territory spans the whole River 
 and the rest of the nation is in Quebec 
 
 currently a modern land claim 
 negotiations have been for over 20 years. 
 Negotiations are being spearheaded by an entity known as AOO 
 AOO = Algonquins of Ontario
 AOO has 1 federally recognized First Nation (Pikwakanagan)
 
 AOO is problematic 
 in that 9/10 communities are often run/co-opted 
 by white people 
 who either have one root ancestor
 Or illegitimate ancestry
 claiming land rights without legitimacy,
 without reciprocity
 and no lived experience
 Of resistance to a state built
 On their erasure.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. ",,,,
A Place for Reclaiming Sacred Space,,office@G101.ca,Comemmorative ,,,,,,,45.407969,-75.71445253,,"A Place for Reclaiming Sacred Space
 
 Visioning and dreaming space for things 
 we want to make exist 
 but don’t exist yet; 
 
 if other cultural centers exist, 
 why is there no space for an Indigenous village? 
 Other cities; 
 (Winnipeg + Vancouver) 
 are major influences of meeting places.
 ie) The Forks. 
 
 Have a fire
 Use the bathroom
 Access the river
 Feasting - three sisters soup and Bison stew
 
 Holding space for Indigenous communities and ceremonies 
 Women’s space
 Children and elders
 
 Families;
 staying, 
 Growing,
 together.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. ",,,,
Extracting profit out of “beautified” land. Political systems of oppression. ,,office@G101.ca,,,,,,,,45.34672342,-75.55696686,,"Extracting profit out of “beautified” land. Political systems of oppression. 
 
 the stronghold of development industries on land in the so-called capital; 
 the inner city (of Ottawa) is changing
  - gentrification and more; 
 the directing of 
 capital, 
 resources 
 and infrastructure 
 
 away from inner cities 
 
 and towards expanding suburbs; 
 developers and financiers have increasing influence 
 on the nonprofit sector 
 
 development visions that don’t actually serve the needs of residents; 
 a critical point in time 
 where multiple levels of government are making ‘g r o w t h’ plans 
 for the city/region 
 
 question the normalization 
 that developers and privatization 
 are the only way we can create housing or use space in the city; 
 always question the intentions of developers
  - their motives are almost always driven by profit. 
 
 “People don’t want more taxes” 
 as an excuse from council. 
 
 Investigation into how expensive suburbs 
 prevent people from providing for the inner city. 
 
 The goals of the city for tourists rather than residents. 
 
 Land developers are incredibly sophisticated 
 and aggressively extractive 
 - They will work with NGO’s and not-for-profits 
 that give their development legitimacy. 
 
 Developers should be Indigenous-led. 
 Stewardship of the land is completely different 
 than profit-led development.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. ",,,,
Securitization & Criminalization. Knowledge for survival.,,office@G101.ca,,,,,,,,45.42950384,-75.68638897,,"Securitization & Criminalization. Knowledge for survival.
 
 Mapping human ingenuity in response to
 hostile architecture; 
 
 Hostile architecture:
 Transforming urban/public space
 in ways that do not allow rest
 Attacking folx experiencing housing precarity
 
 being criminalized in public space: 
 rampant securitization 
 conscious removal of space for people to exist 
 outside 
 
 houselessness is a symptom of a failure 
 of multiple levels of colonial government; 
 homelessness is romanticized 
 - human suffering is moved out 
 of the picture of everyday life 
 
 marginalized thought and labor is commandeered 
 & abused 
 to show representation over real action 
 
 you understand space very differently 
 when you don’t have a location 
 
 strategies for survival: 
 planes and alcoves of the city 
 the city’s decisions to cut off access to basic resources 
 (esp. during pandemic); 
 
 violent clearing of Byward market 
 to create Canada 150 
 places getting shut down for being ‘unsafe’ 
 are often the most safe 
 
 Street sweeps in 2017 were harmful. 
 Lack of political support. 
 Disconnections between what space is intended for 
 and how it is used. 
 
 overlaps of oppression and resistance 
 in sites are cyclical 
 
 Locations. 
 Locations are so important 
 When you don’t have a location 
 Where are the dumpsters that are full and have food? 
 Where is clean water?
 Where are bathrooms?
 Where are you safe? 
 Best places for cool/hot days, 
 Best places for winter? 
 Where are people kind/exclusive? 
 
 protect sites of resistance 
 from public platforms 
 exposure could be used 
 to shut them down.
 
 Cartography of steps
 For survival
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gallery 101 and The Architecture Lobby Odawa Chapter. 

Gallery 101 exhibits contemporary visual, media, and performance arts that explore self-representation of decolonizing, feminist, intersectional counter-narratives. We strive to be an inclusive contemporary art space with awareness of current social, cultural, environmental discourses and movements guiding our curatorial practices. Powerful programming partnerships support our mission to present projects that provide a range of entry points for audiences to engage with and reimagine issues especially related to land, water, race, histories, gender, ability, age and the relationships between Indigenous, settler, newcomer, and migrant communities. 

TAL-Ottawa(Odawa)/TAL-OT is a collective of workers, students and faculty in architecture and geography (autonomous from academic institutions) who aim to establish a presence of advocacy in architecture and companion professions. ",,,,
aiya哎呀 collective offering 1,,kimberlyraesmith@gmail.com,Multiple/ other,Site ,,,,,,53.54422507,-113.4857735,,"Find as many concurrent worlds and histories in the neighbourhood as you can - notice the anachronisms, and find parts of yourself in them. Allow the non-linearity of these histories to work on you: rather than seeking to linearize them, go to the viewpoint overlooking the river and find your way down to its banks. Watch the river expressing history in its meanderings, carving its banks and churning up seeds, soil, artefacts into its always already presence. Find yourself there: what are you drawn to remember, to nourish, to be carved by?

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by aiya哎呀 collective. 

aiya哎呀 is an intergenerational group of artists, chinatown community members, and friends who are addressing the ongoing displacement and cultural erasure in Edmonton’s chinatown. aiya哎呀’s work remembers and marks chinatown’s geographic and emotional losses caused by development priorities. Within these losses, aiya哎呀 creates spaces of remembering, and forms openings to a chinatown they want to see today. Guided by the frameworks of active listening and accompliceship, aiya哎呀 works towards creating alternative futures that embody the liberated world we want to see. ",,,,
aiya哎呀 collective offering 2,,kimberlyraesmith@gmail.com,Multiple/ other,Site ,,,,,,53.54422507,-113.4857735,,"We’ve been told some people think this is a ‘seedy’ neighbourhood. Locate plants in the neighbourhood and keep returning to them to witness them going to seed. Notice how those seeds disperse - follow them. FIll a watering can and water those seeds so they, too, can take root.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by aiya哎呀 collective. 

aiya哎呀 is an intergenerational group of artists, chinatown community members, and friends who are addressing the ongoing displacement and cultural erasure in Edmonton’s chinatown. aiya哎呀’s work remembers and marks chinatown’s geographic and emotional losses caused by development priorities. Within these losses, aiya哎呀 creates spaces of remembering, and forms openings to a chinatown they want to see today. Guided by the frameworks of active listening and accompliceship, aiya哎呀 works towards creating alternative futures that embody the liberated world we want to see. ",,,,
aiya哎呀 collective offering 3,,kimberlyraesmith@gmail.com,Multiple/ other,Site ,,,,,,53.54304593,-113.4814285,,"On a day that’s not a Monday, count the number of goji berries on the first bush you find. Purchase three meals that have that number from the menu at Double Greeting Wonton House or TeePee Treats. Take your meals to Kinistinaw park and share your food with the first people you see. Ask them what histories they know of this neighbourhood, and in turn offer them yours. Offer gratitude and share with them what the land is asking of you. Ask them what the land asks of them.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by aiya哎呀 collective. 

aiya哎呀 is an intergenerational group of artists, chinatown community members, and friends who are addressing the ongoing displacement and cultural erasure in Edmonton’s chinatown. aiya哎呀’s work remembers and marks chinatown’s geographic and emotional losses caused by development priorities. Within these losses, aiya哎呀 creates spaces of remembering, and forms openings to a chinatown they want to see today. Guided by the frameworks of active listening and accompliceship, aiya哎呀 works towards creating alternative futures that embody the liberated world we want to see. ",,,,
aiya哎呀 collective offering 4,,kimberlyraesmith@gmail.com,Multiple/ other,Site ,,,,,,53.54422507,-113.4857735,,"Find the original site of the Chinatown Harbin Gate. Ask the land what it needs from you. Offer gratitude. Notice what in you is feeling blocked. Acknowledge it. (Remember, your insights are important - you may see something in these many knowledges & histories you are coming into that has been hidden.) Let it be.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by aiya哎呀 collective. 

aiya哎呀 is an intergenerational group of artists, chinatown community members, and friends who are addressing the ongoing displacement and cultural erasure in Edmonton’s chinatown. aiya哎呀’s work remembers and marks chinatown’s geographic and emotional losses caused by development priorities. Within these losses, aiya哎呀 creates spaces of remembering, and forms openings to a chinatown they want to see today. Guided by the frameworks of active listening and accompliceship, aiya哎呀 works towards creating alternative futures that embody the liberated world we want to see. ",,,,
aiya哎呀 collective offering 5,,kimberlyraesmith@gmail.com,Multiple/ other,Site ,,,,,,53.54304593,-113.4814285,,"Locate yourself as far away as possible from any building. Find a piece of gravel, pick it up, and hold it in your palm. Listen to the sounds & look for all the life around you then speak out loud what you feel the land is asking of you. Go to the river and toss the piece of gravel in. Next week, invite three friends to do the same.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by aiya哎呀 collective. 

aiya哎呀 is an intergenerational group of artists, chinatown community members, and friends who are addressing the ongoing displacement and cultural erasure in Edmonton’s chinatown. aiya哎呀’s work remembers and marks chinatown’s geographic and emotional losses caused by development priorities. Within these losses, aiya哎呀 creates spaces of remembering, and forms openings to a chinatown they want to see today. Guided by the frameworks of active listening and accompliceship, aiya哎呀 works towards creating alternative futures that embody the liberated world we want to see. ",,,,
The Old Schoolhouse Gallery ,,executivedirector@theoldschoolhouse.org,Multiple/ other,Organization/ institution ,,,,,,49.34626388,-124.4426635,,"This submission has been redacted to ensure the cultural safety of participants involved. Participants discussed the institutional and spatial legacies at play in Qualicum Beach and the cultural implications of this context.

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by The Old Schoolhouse Gallery. 

The mandate of The Old School House Arts Centre (TOSH) is to foster a vibrant arts center that promotes and encourages the development of multi-dimensional artists and musicians for the enjoyment of all ages, residents and visitors alike, in Qualicum Beach and throughout central Vancouver Island. Our lively community is open to all - regardless of race, gender, ethnicity, religious affiliation, financial status, age, sexual orientation, political belief, or physical limitation.",,,,
"Hastings Folk Garden, K’emk’em’elay",,cait@gentlegeographies.com,Multiple/ other,Site ,,,,,,45.36181975,-75.86597992,,"__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Gentle Geographies, Hives for Humanity and Keenan Marchand.

A statement from the organizers;  

""On the 100 block of East Hastings in what is colonially known as Vancouver, British Columbia, and which has many other names, including K’emk’em’elay, the Place Where the Maples Grow, the unceded lands and shared territories of the Musqueam, Squamish and Tsleil Wau’tuth Nations since time immemorial, time out of mind - there is a garden.  

It is from here that we explore themes of community care, sensory respite, ground truthing, growing governance and ask: beyond survival, beyond isolation - What is 'enough'? What helps in the struggle? What can we accomplish in a season?  In a year? In a lifetime?  And, how might we envision a world beyond capitalist exploitation?  Beyond policing?

Currently owned by Concord Pacific, the previous structure on this land was torn down in the 1990s and the land has been 'vacant' ever since.  While waiting to maximize value of the land, developers are incentivized to convert lots into class 8 community garden or public park use for the substantial tax break, where the developer pays about one third of the taxes they’d otherwise owe.

These gardens are deemed short-term aesthetic contributions to communities and promote hoarding land rather than considering access to land as essential for survival, especially where there is a lack of accessible land with the explicit intention for cultural uses of medicine growing, reconnecting with language, sweat lodge and dualling as unprogrammed space for sensory respite alongside a gathering venue for ceremony, celebration and memorial where we celebrate the seasons and lay seeds and plants into the land along with the memories of our loved ones.  Where we learn how to restore the connections severed by capitalist and colonial exploitation and extraction.

Despite decades of care, we have no lease, no first right of refusal, no alternatives and a sluggish entry point into discussions on East Hastings 100 block redevelopment strategies.  We feel the precarity deeply alongside increased policing while the drug poisoning crisis continues and the ongoing shortage of dignified housing and options for self-determined healing remain stagnant.""",,https://www.dropbox.com/scl/fi/ky5fl7nke21i0fz1loqyw/Ground-Truth.jpeg?rlkey=znefljdavjafcob2hmqzle9b3&dl=0,,https://www.dropbox.com/scl/fi/tytovk4e9u5mue8aih17y/Phase-Change-1-12-Oct.mp3?rlkey=uty7vcsvmm6z6s7u0mshu3fpm&dl=0
